year,material,commodity,origin_region,destination_region,flow_kt
2000,zinc,scrap,EU27,EU27,225225.044
2000,zinc,scrap,EU27,RoW,82754.533
2000,zinc,scrap,RoW,China,46637.297
2000,zinc,scrap,RoW,EU27,32611.1505
2000,zinc,scrap,RoW,RoW,183486.8855
2001,nickel,concentrates,China,China,0.0
2001,nickel,concentrates,China,EU27,72.06525
2001,nickel,concentrates,China,RoW,211.0118
2001,nickel,concentrates,EU27,China,321.08835
2001,nickel,concentrates,EU27,EU27,3820.8186499999997
2001,nickel,concentrates,EU27,RoW,39041.1412
2001,nickel,concentrates,RoW,China,7356.73105
2001,nickel,concentrates,RoW,EU27,310428.65825000004
2001,nickel,concentrates,RoW,RoW,7256222.18115
2001,nickel,refined_metal,China,China,0.0
2001,nickel,refined_metal,China,EU27,7.4777499999999995
2001,nickel,refined_metal,China,RoW,4289.6412
2001,nickel,refined_metal,EU27,China,933.21965
2001,nickel,refined_metal,EU27,EU27,102639.34835
2001,nickel,refined_metal,EU27,RoW,42787.1238
2001,nickel,refined_metal,RoW,China,22684.38895
2001,nickel,refined_metal,RoW,EU27,399615.17974999995
2001,nickel,refined_metal,RoW,RoW,573638.54285
2001,nickel,scrap,China,China,0.0
2001,nickel,scrap,China,EU27,0.0
2001,nickel,scrap,China,RoW,388.696
2001,nickel,scrap,EU27,China,162.538
2001,nickel,scrap,EU27,EU27,25868.341
2001,nickel,scrap,EU27,RoW,14007.869999999999
2001,nickel,scrap,RoW,China,848.41
2001,nickel,scrap,RoW,EU27,16518.015
2001,nickel,scrap,RoW,RoW,61265.204
2001,tin,concentrates,China,China,0.0
2001,tin,concentrates,China,EU27,25.285
2001,tin,concentrates,China,RoW,8095.275
2001,tin,concentrates,EU27,China,792.3389999999999
2001,tin,concentrates,EU27,EU27,408.631
2001,tin,concentrates,EU27,RoW,3632.0090000000005
2001,tin,concentrates,RoW,China,2173.304
2001,tin,concentrates,RoW,EU27,1969.901
2001,tin,concentrates,RoW,RoW,104771.247
2001,tin,refined_metal,China,China,0.0
2001,tin,refined_metal,China,EU27,27970.839
2001,tin,refined_metal,China,RoW,46919.227
2001,tin,refined_metal,EU27,China,155.957
2001,tin,refined_metal,EU27,EU27,16354.092
2001,tin,refined_metal,EU27,RoW,5637.4929999999995
2001,tin,refined_metal,RoW,China,11980.549
2001,tin,refined_metal,RoW,EU27,49014.342
2001,tin,refined_metal,RoW,RoW,158443.102
2001,tin,scrap,China,China,0.0
2001,tin,scrap,China,EU27,78.831
2001,tin,scrap,China,RoW,118.35599999999998
2001,tin,scrap,EU27,China,0.0
2001,tin,scrap,EU27,EU27,6889.461
2001,tin,scrap,EU27,RoW,466.158
2001,tin,scrap,RoW,China,1141.158
2001,tin,scrap,RoW,EU27,2198.04
2001,tin,scrap,RoW,RoW,35884.486
2001,zinc,concentrates,China,China,0.0
2001,zinc,concentrates,China,EU27,3936.264800000001
2001,zinc,concentrates,China,RoW,17972.255100000002
2001,zinc,concentrates,EU27,China,22940.6607
2001,zinc,concentrates,EU27,EU27,1407820.2873
2001,zinc,concentrates,EU27,RoW,289890.806
2001,zinc,concentrates,RoW,China,647887.0733
2001,zinc,concentrates,RoW,EU27,2708377.2944
2001,zinc,concentrates,RoW,RoW,4264355.9102
2001,zinc,refined_metal,China,China,0.0
2001,zinc,refined_metal,China,EU27,41793.9432
2001,zinc,refined_metal,China,RoW,607400.7089
2001,zinc,refined_metal,EU27,China,4409.7653
2001,zinc,refined_metal,EU27,EU27,1144324.1422
2001,zinc,refined_metal,EU27,RoW,217379.9945
2001,zinc,refined_metal,RoW,China,20624.649699999998
2001,zinc,refined_metal,RoW,EU27,436610.6326
2001,zinc,refined_metal,RoW,RoW,2017955.3493000001
2001,zinc,scrap,China,China,0.0
2001,zinc,scrap,China,EU27,0.0
2001,zinc,scrap,China,RoW,2638.781
2001,zinc,scrap,EU27,China,26713.705
2001,zinc,scrap,EU27,EU27,245403.9555
2001,zinc,scrap,EU27,RoW,74478.2425
2001,zinc,scrap,RoW,China,38379.312
2001,zinc,scrap,RoW,EU27,35590.645
2001,zinc,scrap,RoW,RoW,162640.96649999998
2002,nickel,concentrates,China,China,0.0
2002,nickel,concentrates,China,EU27,0.6286999999999999
2002,nickel,concentrates,China,RoW,333.03234999999995
2002,nickel,concentrates,EU27,China,3664.8793
2002,nickel,concentrates,EU27,EU27,8147.25505
2002,nickel,concentrates,EU27,RoW,21226.196099999997
2002,nickel,concentrates,RoW,China,11533.8042
2002,nickel,concentrates,RoW,EU27,206330.3988
2002,nickel,concentrates,RoW,RoW,6714566.83155
2002,nickel,refined_metal,China,China,0.0
