year,material,commodity,region,supply_avail_kt,import_need_kt,export_cap_raw_kt,exportable_kt
2019,zinc,scrap,China,2564.2705,84963.69900000001,5419.879500000001,2564.2705
2019,zinc,scrap,EU27,610404.5705,546517.7445,588886.426,588886.426
2019,zinc,scrap,RoW,386756.8325,368244.23,386756.8325,386756.8325
2020,nickel,concentrates,China,1398.75055,42214848.772549994,2194.52115,1398.75055
2020,nickel,concentrates,EU27,91905.6329,936809.28,95774.3107,91905.6329
2020,nickel,concentrates,RoW,51829904.58215,8771550.91305,56284042.217199996,51829904.58215
2020,nickel,refined_metal,China,14657.64345,414889.36244999996,14657.64345,14657.64345
2020,nickel,refined_metal,EU27,220413.6081,384226.462,202251.11430000002,202251.11430000002
2020,nickel,refined_metal,RoW,1251723.2758499999,687678.70295,1530794.8385,1251723.2758499999
2020,nickel,scrap,China,1448.249,2838.093,4437.853,1448.249
2020,nickel,scrap,EU27,37380.444,40582.504,41892.297,37380.444
2020,nickel,scrap,RoW,146272.859,141680.95500000002,130012.729,130012.729
2020,tin,concentrates,China,3.2760000000000002,15794.206,485.119,3.2760000000000002
2020,tin,concentrates,EU27,904.621,1023.538,2062.6780000000003,904.621
2020,tin,concentrates,RoW,74962.747,59052.9,74748.081,74748.081
2020,tin,refined_metal,China,14858.007000000001,19986.433,16116.578,14858.007000000001
2020,tin,refined_metal,EU27,39525.762,77332.69200000001,40881.189,39525.762
2020,tin,refined_metal,RoW,193569.29,150633.934,223481.31199999998,193569.29
2020,tin,scrap,China,60.352999999999994,87.712,1130.4490000000003,60.352999999999994
2020,tin,scrap,EU27,5763.461,7135.76,6897.036999999999,5763.461
2020,tin,scrap,RoW,38316.852999999996,36917.19499999999,82012.822,38316.852999999996
2020,zinc,concentrates,China,3331.0238000000004,3697386.2836,24338.118100000003,3331.0238000000004
2020,zinc,concentrates,EU27,2283884.3318,3280855.2536,2167856.8526,2167856.8526
2020,zinc,concentrates,RoW,9825903.4578,5134877.2762,10224754.7641,9825903.4578
2020,zinc,refined_metal,China,36821.5882,736900.2749000001,48483.4991,36821.5882
2020,zinc,refined_metal,EU27,1831668.9152000002,1638689.2709000001,1909780.2385999998,1831668.9152000002
2020,zinc,refined_metal,RoW,3933192.6317000003,3426093.5893,3978767.6859,3933192.6317000003
2020,zinc,scrap,China,1481.055,194052.5595,5419.879500000001,1481.055
2020,zinc,scrap,EU27,590063.242,502063.3325,590063.242,590063.242
2020,zinc,scrap,RoW,452022.8225,347451.22750000004,452022.8225,452022.8225
2021,nickel,concentrates,China,144.93695000000002,44317750.9705,1398.75055,144.93695000000002
2021,nickel,concentrates,EU27,134847.28105,1733142.4977499999,95774.3107,95774.3107
2021,nickel,concentrates,RoW,55416484.977749996,9500583.7275,56284042.217199996,55416484.977749996
2021,nickel,refined_metal,China,3259.67405,678740.4515,14657.64345,3259.67405
2021,nickel,refined_metal,EU27,221046.59495,362567.05725,220413.6081,220413.6081
2021,nickel,refined_metal,RoW,1483090.09125,666088.8515,1483090.09125,1483090.09125
2021,nickel,scrap,China,1483.523,7187.084,4437.853,1483.523
2021,nickel,scrap,EU27,42610.685000000005,43898.959,41892.297,41892.297
2021,nickel,scrap,RoW,118300.226,111308.391,130012.729,118300.226
2021,tin,concentrates,China,52.87799999999999,45057.64199999999,485.119,52.87799999999999
2021,tin,concentrates,EU27,2834.5660000000003,3286.168,2834.5660000000003,2834.5660000000003
2021,tin,concentrates,RoW,90524.17499999999,45067.809,74962.747,74962.747
2021,tin,refined_metal,China,23169.807,6830.036000000001,16303.46,16303.46
2021,tin,refined_metal,EU27,44540.593,90715.561,42286.737,42286.737
2021,tin,refined_metal,RoW,235493.044,205657.847,223601.789,223601.789
2021,tin,scrap,China,77.26899999999999,31.953,1130.4490000000003,77.26899999999999
2021,tin,scrap,EU27,6091.535,7953.571,6897.036999999999,6091.535
2021,tin,scrap,RoW,50359.509000000005,48542.789000000004,82012.822,50359.509000000005
2021,zinc,concentrates,China,3037.3989,3485049.2421,24338.118100000003,3037.3989
2021,zinc,concentrates,EU27,2240870.9192000004,3452711.2988,2240870.9192000004,2240870.9192000004
2021,zinc,concentrates,RoW,9862569.8713,5168717.6485,10224754.7641,9862569.8713
2021,zinc,refined_metal,China,21893.8116,649628.7079,48483.4991,21893.8116
2021,zinc,refined_metal,EU27,1888359.4847999997,1742564.1822000002,1909780.2385999998,1888359.4847999997
2021,zinc,refined_metal,RoW,3916382.5206999998,3434442.9269999997,3978767.6859,3916382.5206999998
2021,zinc,scrap,China,462.9575,42517.181,2564.2705,462.9575
2021,zinc,scrap,EU27,644933.524,538889.937,610404.5705,610404.5705
2021,zinc,scrap,RoW,479904.687,543894.0505,461195.35199999996,461195.35199999996
2022,nickel,concentrates,China,5588.6318,40625958.9708,2194.52115,2194.52115
2022,nickel,concentrates,EU27,108873.42844999999,303649.06425,108873.42844999999,108873.42844999999
2022,nickel,concentrates,RoW,47129589.6548,6314443.68,56284042.217199996,47129589.6548
2022,nickel,refined_metal,China,16575.591200000003,949667.8531999999,14657.64345,14657.64345
2022,nickel,refined_metal,EU27,284639.05854999996,406952.32375,221046.59495,221046.59495
2022,nickel,refined_metal,RoW,1721191.2942,665785.767,1483090.09125,1483090.09125
2022,nickel,scrap,China,4104.316,4126.491,4437.853,4104.316
2022,nickel,scrap,EU27,48188.906,47073.138999999996,42610.685000000005,42610.685000000005
2022,nickel,scrap,RoW,120475.49100000001,121569.08300000001,130012.729,120475.49100000001
2022,tin,concentrates,China,111.39300000000001,62141.777,111.39300000000001,111.39300000000001
2022,tin,concentrates,EU27,1541.393,1238.116,1636.536,1541.393
2022,tin,concentrates,RoW,100114.25,38387.143,90524.17499999999,90524.17499999999
2022,tin,refined_metal,China,12855.798999999999,33398.04,16303.46,12855.798999999999
2022,tin,refined_metal,EU27,41124.215,86606.317,41124.215,41124.215
2022,tin,refined_metal,RoW,220412.923,154388.58,223481.31199999998,220412.923
2022,tin,scrap,China,144.23000000000002,159.24699999999999,619.239,144.23000000000002
2022,tin,scrap,EU27,6421.460999999999,6913.521,6452.865,6421.460999999999
2022,tin,scrap,RoW,83078.98800000001,82571.91100000001,83078.98800000001,83078.98800000001
2022,zinc,concentrates,China,3782.4108,4036438.1291,5918.4119,3782.4108
2022,zinc,concentrates,EU27,2004233.7259000002,3117979.2502,2240870.9192000004,2004233.7259000002
2022,zinc,concentrates,RoW,10215647.4715,5069246.2288999995,10224754.7641,10215647.4715
2022,zinc,refined_metal,China,90813.80470000001,232678.3059,48483.4991,48483.4991
2022,zinc,refined_metal,EU27,1512048.1480999999,1879918.7983,1888359.4847999997,1512048.1480999999
2022,zinc,refined_metal,RoW,3858934.6284999996,3349199.4771,3933192.6317000003,3858934.6284999996
2022,zinc,scrap,China,1065.2855,34688.412,1481.055,1065.2855
2022,zinc,scrap,EU27,539313.908,487889.37250000006,610404.5705,539313.908
2022,zinc,scrap,RoW,587144.0210000001,604945.43,479904.687,479904.687
2023,nickel,concentrates,China,729.76305,21461448.62525,2194.52115,729.76305
2023,nickel,concentrates,EU27,112586.29045,504531.30809999997,112586.29045,112586.29045
2023,nickel,concentrates,RoW,27356934.406499997,5504270.52665,55416484.977749996,27356934.406499997
2023,nickel,refined_metal,China,17831.84695,1244859.45475,16575.591200000003,16575.591200000003
2023,nickel,refined_metal,EU27,226767.89655,432410.0989,226767.89655,226767.89655
2023,nickel,refined_metal,RoW,2140589.7075,707919.89735,1721191.2942,1721191.2942
2023,nickel,scrap,China,5903.456,6909.46,4947.751,4947.751
2023,nickel,scrap,EU27,45195.989,43012.848,45195.989,45195.989
2023,nickel,scrap,RoW,141485.20500000002,142662.342,141485.20500000002,141485.20500000002
2023,tin,concentrates,China,138.48999999999998,60217.251,138.48999999999998,138.48999999999998
2023,tin,concentrates,EU27,1291.1399999999999,1216.556,1541.393,1291.1399999999999
2023,tin,concentrates,RoW,96900.698,36896.52100000001,96900.698,96900.698
2023,tin,refined_metal,China,13369.112000000001,37169.426999999996,16303.46,13369.112000000001
2023,tin,refined_metal,EU27,43244.952,84225.05500000001,43244.952,43244.952
2023,tin,refined_metal,RoW,208146.615,143366.197,220412.923,208146.615
2023,tin,scrap,China,138.29200000000003,1256.3609999999999,144.23000000000002,138.29200000000003
2023,tin,scrap,EU27,7504.935,7459.849,6897.036999999999,6897.036999999999
2023,tin,scrap,RoW,134357.225,133284.242,83078.98800000001,83078.98800000001
2023,zinc,concentrates,China,3170.0396,4730547.5757,3782.4108,3170.0396
2023,zinc,concentrates,EU27,1798750.2090000003,2682963.7749,2240870.9192000004,1798750.2090000003
2023,zinc,concentrates,RoW,11088905.9518,5477314.8498,10224754.7641,10224754.7641
2023,zinc,refined_metal,China,27653.1579,412286.8018,48483.4991,27653.1579
2023,zinc,refined_metal,EU27,1642809.432,1715508.2511,1888359.4847999997,1642809.432
2023,zinc,refined_metal,RoW,3927031.2221999997,3469698.7592,3929450.3354,3927031.2221999997
2023,zinc,scrap,China,4573.264499999999,39600.6665,2564.2705,2564.2705
2023,zinc,scrap,EU27,498954.922,503255.314,610404.5705,498954.922
2023,zinc,scrap,RoW,553257.453,513929.659,553257.453,553257.453
2024,nickel,concentrates,China,272585.96405,38804801.290249996,5588.6318,5588.6318
2024,nickel,concentrates,EU27,114760.89985,218500.35985,114760.89985,114760.89985
2024,nickel,concentrates,RoW,53220342.62055,14584387.834350001,53220342.62055,53220342.62055
2024,nickel,refined_metal,China,61221.933950000006,1530928.8437499998,17831.84695,17831.84695
2024,nickel,refined_metal,EU27,242689.77414999998,431506.13814999996,242689.77414999998,242689.77414999998
2024,nickel,refined_metal,RoW,2404577.50945,746054.2356499999,2140589.7075,2140589.7075
2024,nickel,scrap,China,6165.647,4640.359,5903.456,5903.456
2024,nickel,scrap,EU27,60181.45,53922.616,48188.906,48188.906
2024,nickel,scrap,RoW,136824.677,144608.799,141485.20500000002,136824.677
2024,tin,concentrates,China,361.21799999999996,81262.44200000001,138.48999999999998,138.48999999999998
2024,tin,concentrates,EU27,734.101,1315.2250000000001,1541.393,734.101
2024,tin,concentrates,RoW,113088.297,31605.949,100114.25,100114.25
2024,tin,refined_metal,China,18550.492,25143.521,18550.492,18550.492
2024,tin,refined_metal,EU27,45173.212999999996,81560.053,44540.593,44540.593
2024,tin,refined_metal,RoW,185612.337,142632.468,220412.923,185612.337
2024,tin,scrap,China,165.596,1533.664,144.23000000000002,144.23000000000002
2024,tin,scrap,EU27,6439.322999999999,9049.249,6439.322999999999,6439.322999999999
2024,tin,scrap,RoW,94323.018,90345.024,94323.018,94323.018
2024,zinc,concentrates,China,8045.503900000001,4154578.6905,3782.4108,3782.4108
2024,zinc,concentrates,EU27,1499555.9139999999,3089202.0724,2240870.9192000004,1499555.9139999999
2024,zinc,concentrates,RoW,10394790.1533,4658610.808300001,10394790.1533,10394790.1533
2024,zinc,refined_metal,China,30301.655600000002,490617.69550000003,36821.5882,30301.655600000002
2024,zinc,refined_metal,EU27,6861277.251499999,1569629.2221000001,1888359.4847999997,1888359.4847999997
2024,zinc,refined_metal,RoW,3413001.6527,8244333.642200001,3927031.2221999997,3413001.6527
2024,zinc,scrap,China,309.0485,51892.57200000001,1481.055,309.0485
2024,zinc,scrap,EU27,466468.2285,486234.1555,590063.242,466468.2285
2024,zinc,scrap,RoW,467802.201,396452.75049999997,553257.453,467802.201
