year,material,commodity,origin_region,destination_region,flow_kt
2001,nickel,concentrates,RoW,RoW,7257711.147875201
2001,nickel,refined_metal,China,China,0.0
2001,nickel,refined_metal,China,EU27,54.95238452156549
2001,nickel,refined_metal,China,RoW,4242.166565478435
2001,nickel,refined_metal,EU27,China,420.79649421348824
2001,nickel,refined_metal,EU27,EU27,96391.41107142562
2001,nickel,refined_metal,EU27,RoW,34905.55073436088
2001,nickel,refined_metal,RoW,China,13491.776963496557
2001,nickel,refined_metal,RoW,EU27,343851.6900363428
2001,nickel,refined_metal,RoW,RoW,581567.5905501606
2001,nickel,scrap,China,China,0.0
2001,nickel,scrap,China,EU27,17.034410483906004
2001,nickel,scrap,China,RoW,370.661755857888
2001,nickel,scrap,EU27,China,92.52457571626137
2001,nickel,scrap,EU27,EU27,27600.588667700522
2001,nickel,scrap,EU27,RoW,12312.534404601094
2001,nickel,scrap,RoW,China,722.2808294140466
2001,nickel,scrap,RoW,EU27,14768.732921815572
2001,nickel,scrap,RoW,RoW,62978.57383954101
2001,tin,concentrates,China,China,0.0
2001,tin,concentrates,China,EU27,88.59831718090983
2001,tin,concentrates,China,RoW,3349.9346828190905
2001,tin,concentrates,EU27,China,287.4443937828839
2001,tin,concentrates,EU27,EU27,233.5794860013926
2001,tin,concentrates,EU27,RoW,4311.955120215724
2001,tin,concentrates,RoW,China,1989.689704795891
2001,tin,concentrates,RoW,EU27,1552.7440403863925
2001,tin,concentrates,RoW,RoW,97420.91225481771
2001,tin,refined_metal,China,China,0.0
2001,tin,refined_metal,China,EU27,27988.951516181412
2001,tin,refined_metal,China,RoW,44670.62173862602
2001,tin,refined_metal,EU27,China,144.0345982369791
2001,tin,refined_metal,EU27,EU27,15031.620509669347
2001,tin,refined_metal,EU27,RoW,6797.255357100616
2001,tin,refined_metal,RoW,China,11421.70032251235
2001,tin,refined_metal,RoW,EU27,38775.570655073956
2001,tin,refined_metal,RoW,RoW,159531.9449042734
2001,tin,scrap,China,China,0.0
2001,tin,scrap,China,EU27,84.11048929356582
2001,tin,scrap,China,RoW,112.0227673451534
2001,tin,scrap,EU27,China,0.0
2001,tin,scrap,EU27,EU27,6443.957456775086
2001,tin,scrap,EU27,RoW,903.1659034770423
2001,tin,scrap,RoW,China,875.5678820536032
2001,tin,scrap,RoW,EU27,2638.264053931348
2001,tin,scrap,RoW,RoW,35453.811329177806
2001,zinc,concentrates,China,China,0.0
