variant,block,key,year,value,material,region,before
r79_recovery_loops_medium,strategy,recycling_rate,2050,0.84,,China,
r79_recovery_loops_medium,strategy,recycling_rate,2100,0.84,,China,
r79_recovery_loops_medium,strategy,recycling_rate,2025,0.64906,,EU27,
r79_recovery_loops_medium,strategy,recycling_rate,2035,0.74674,,EU27,
r79_recovery_loops_medium,strategy,recycling_rate,2050,0.82,,EU27,
r79_recovery_loops_medium,strategy,recycling_rate,2100,0.82,,EU27,
r79_recovery_loops_medium,strategy,recycling_rate,2025,0.62806,,RoW,
r79_recovery_loops_medium,strategy,recycling_rate,2035,0.69774,,RoW,
r79_recovery_loops_medium,strategy,recycling_rate,2050,0.75,,RoW,
r79_recovery_loops_medium,strategy,recycling_rate,2100,0.75,,RoW,
r79_recovery_loops_medium,strategy,recycling_yield,2020,0.8812045184007978,,,
r79_recovery_loops_medium,strategy,recycling_yield,2025,0.8958431628805585,,,
r79_recovery_loops_medium,strategy,recycling_yield,2035,0.9153613555202393,,,
r79_recovery_loops_medium,strategy,recycling_yield,2050,0.93,,,
r79_recovery_loops_medium,strategy,recycling_yield,2100,0.93,,,
r79_recovery_loops_medium,strategy,recycling_yield,2020,0.8812045184007978,,China,
r79_recovery_loops_medium,strategy,recycling_yield,2025,0.8958431628805585,,China,
r79_recovery_loops_medium,strategy,recycling_yield,2035,0.9153613555202393,,China,
r79_recovery_loops_medium,strategy,recycling_yield,2050,0.93,,China,
r79_recovery_loops_medium,strategy,recycling_yield,2100,0.93,,China,
r79_recovery_loops_medium,strategy,recycling_yield,2020,0.8812045184007978,,EU27,
r79_recovery_loops_medium,strategy,recycling_yield,2025,0.8988431628805584,,EU27,
r79_recovery_loops_medium,strategy,recycling_yield,2035,0.9223613555202393,,EU27,
r79_recovery_loops_medium,strategy,recycling_yield,2050,0.94,,EU27,
r79_recovery_loops_medium,strategy,recycling_yield,2100,0.94,,EU27,
r79_recovery_loops_medium,strategy,recycling_yield,2020,0.8812045184007978,,RoW,
r79_recovery_loops_medium,strategy,recycling_yield,2025,0.8928431628805585,,RoW,
r79_recovery_loops_medium,strategy,recycling_yield,2035,0.9083613555202393,,RoW,
r79_recovery_loops_medium,strategy,recycling_yield,2050,0.92,,RoW,
r79_recovery_loops_medium,strategy,recycling_yield,2100,0.92,,RoW,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2025,0.0245,,,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2035,0.0305,,,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2050,0.035,,,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2100,0.035,,,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2025,0.023,,China,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2035,0.027,,China,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2050,0.03,,China,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2100,0.03,,China,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2025,0.023,,EU27,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2035,0.027,,EU27,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2050,0.03,,EU27,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2100,0.03,,EU27,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2025,0.023,,RoW,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2035,0.027,,RoW,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2050,0.03,,RoW,
r79_recovery_loops_medium,strategy,remanufacturing_rate,2100,0.03,,RoW,
